PAW protein_summary_9 results file
written: Wed Jul 17 11:40:29 2019

 	=subtotal(109,B6:B4149)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
1149.0	1	XP_027450430.1	 	30.4	280	32322	isopentenyl-diphosphate Delta-isomerase 1 [Zalophus californianus]	25	25	1.000	7	5	0	0	7	0	0	1	0	4	0	0	1	0	0	0	0	0	0	7	5	0	0	7	0	0	1	0	4	0	0	1	0	0	0	0	0	0	7.000	5.000	0.000	0.000	7.000	0.000	0.000	1.000	0.000	4.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1150.0	1	XP_027450504.1	 	17.3	428	47423	growth/differentiation factor 2 [Zalophus californianus]	10	10	1.000	2	0	0	0	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1151.0	1	XP_027450523.1	 	3.8	611	66554	sodium-coupled monocarboxylate transporter 1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
1152.0	1	XP_027450525.1	 	25.2	405	44636	dynactin subunit 2 isoform X1 [Zalophus californianus]	20	20	1.000	4	0	0	0	1	0	0	1	1	1	7	0	2	0	1	0	1	1	0	4	0	0	0	1	0	0	1	1	1	7	0	2	0	1	0	1	1	0	4.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	1.000	1.000	7.000	0.000	2.000	0.000	1.000	0.000	1.000	1.000	0.000	 
1152.01	1	XP_027450526.1	redundant	25.3	403	44394	dynactin subunit 2 isoform X2 [Zalophus californianus]	20	20	1.000	4	0	0	0	1	0	0	1	1	1	7	0	2	0	1	0	1	1	0	4	0	0	0	1	0	0	1	1	1	7	0	2	0	1	0	1	1	0	4.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	1.000	1.000	7.000	0.000	2.000	0.000	1.000	0.000	1.000	1.000	0.000	 
1153.0	1	XP_027450598.1	 	25.6	301	34129	NADH-cytochrome b5 reductase 3 [Zalophus californianus]	13	13	1.000	2	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1154.0	1	XP_027450614.1	 	68.7	492	54450	keratin, type II cytoskeletal 8 [Zalophus californianus]	409	226	0.553	53	60	18	12	29	19	10	0	1	4	60	11	65	3	6	2	2	27	27	29	31	10	9	17	12	7	0	0	2	35	5	36	2	3	0	0	16	12	44.130	53.285	15.000	11.200	25.820	17.151	7.279	0.000	0.000	2.057	54.325	8.703	56.582	2.048	4.231	0.000	0.000	24.251	23.361	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_119|gi|547753|sp|P19013|K2C4_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_137|gi|1346347|sp|P48667|K2CD_HUMAN, CONT_142|gi|88053|pir||A29666, XP_027444924.1, XP_027448168.1, XP_027448170.1, XP_027448173.1, XP_027448174.1, XP_027448175.1, XP_027448177.1, XP_027448178.1, XP_027448179.1, XP_027448180.1, XP_027448181.1, XP_027448183.1, XP_027448185.1, XP_027448187.1, XP_027448189.1, XP_027448195.1, XP_027448197.1, XP_027448199.1, XP_027449096.1, XP_027449445.1, XP_027449970.1, XP_027450073.1, XP_027450614.1
1155.0	1	XP_027450641.1	 	10.9	349	39487	phosphotriesterase-related protein isoform X1 [Zalophus californianus]XP_027450640.1 phosphotriesterase-related protein isoform X1 [Zalophus californianus]	3	3	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	 
1156.0	1	XP_027450644.1	 	9.0	255	26687	complement C1q-like protein 3 [Zalophus californianus]	13	13	1.000	0	0	0	2	1	0	1	2	1	1	0	0	0	1	1	1	2	0	0	0	0	0	2	1	0	1	2	1	1	0	0	0	1	1	1	2	0	0	0.000	0.000	0.000	2.000	1.000	0.000	1.000	2.000	1.000	1.000	0.000	0.000	0.000	1.000	1.000	1.000	2.000	0.000	0.000	 
1157.0	1	XP_027450647.1	 	16.8	513	55926	target of Myb protein 1 isoform X1 [Zalophus californianus]	7	7	1.000	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1157.01	1	XP_027450648.1	redundant	17.4	495	53945	target of Myb protein 1 isoform X2 [Zalophus californianus]	7	7	1.000	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1157.02	1	XP_027450649.1	redundant	18.5	466	50783	target of Myb protein 1 isoform X3 [Zalophus californianus]	7	7	1.000	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1158.0	1	XP_027450691.1	 	63.1	333	35794	glyceraldehyde-3-phosphate dehydrogenase [Zalophus californianus]	538	62	0.115	54	40	13	26	32	10	11	33	20	30	94	15	43	16	13	13	33	35	7	7	9	2	4	3	2	1	4	2	2	8	2	3	1	2	2	3	4	1	54.000	40.000	13.000	26.000	32.000	10.000	11.000	33.000	20.000	23.333	87.556	15.000	36.250	11.000	13.000	13.000	33.000	28.867	7.000	XP_027445522.1, XP_027446892.1, XP_027446896.1, XP_027450691.1, XP_027473677.1
1159.0	1	XP_027450694.1	 	42.7	192	21452	ras-related C3 botulinum toxin substrate 2 isoform X1 [Zalophus californianus]	32	7	0.219	3	8	1	1	2	1	1	2	2	1	3	1	1	0	1	1	3	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.500	7.625	0.333	0.000	0.500	0.333	0.333	0.000	0.000	0.333	1.667	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027423935.1, XP_027437223.1, XP_027450694.1, XP_027462692.1, XP_027467200.1
1160.0	1	XP_027450700.1	 	32.6	316	36102	1,5-anhydro-D-fructose reductase-like isoform X1 [Zalophus californianus]XP_027450699.1 1,5-anhydro-D-fructose reductase-like isoform X1 [Zalophus californianus]XP_027450698.1 1,5-anhydro-D-fructose reductase-like isoform X1 [Zalophus californianus]XP_027450697.1 1,5-anhydro-D-fructose reductase-like isoform X1 [Zalophus californianus]	61	43	0.705	8	4	2	4	7	2	0	6	1	6	6	0	2	0	1	0	5	5	2	7	3	0	3	5	1	0	5	1	5	5	0	1	0	0	0	3	4	0	7.219	3.200	0.000	3.429	5.500	1.333	0.000	5.333	1.000	5.172	5.278	0.000	1.111	0.000	0.500	0.000	3.500	4.400	0.000	XP_027436838.1, XP_027450700.1
1160.01	1	XP_027450701.1	redundant	34.2	301	34370	1,5-anhydro-D-fructose reductase-like isoform X2 [Zalophus californianus]	61	43	0.705	8	4	2	4	7	2	0	6	1	6	6	0	2	0	1	0	5	5	2	7	3	0	3	5	1	0	5	1	5	5	0	1	0	0	0	3	4	0	7.219	3.200	0.000	3.429	5.500	1.333	0.000	5.333	1.000	5.172	5.278	0.000	1.111	0.000	0.500	0.000	3.500	4.400	0.000	XP_027436838.1, XP_027450700.1
1161.0	1	XP_027450702.1	 	3.9	1216	138351	receptor-type tyrosine-protein phosphatase O isoform X1 [Zalophus californianus]	4	3	0.750	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	XP_027434381.1, XP_027450702.1
1161.01	1	XP_027450703.1	redundant	4.0	1188	134948	receptor-type tyrosine-protein phosphatase O isoform X2 [Zalophus californianus]	4	3	0.750	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	XP_027434381.1, XP_027450702.1
1161.02	1	XP_027450704.1	redundant	4.0	1167	132793	receptor-type tyrosine-protein phosphatase O isoform X3 [Zalophus californianus]	4	3	0.750	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	XP_027434381.1, XP_027450702.1
1162.0	1	XP_027450706.1	 	21.1	327	36711	annexin A8 [Zalophus californianus]	14	14	1.000	3	0	0	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	3.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1163.0	1	XP_027450745.1	 	48.8	334	36652	L-lactate dehydrogenase B chain [Zalophus californianus]	200	179	0.895	12	9	7	22	11	3	7	23	10	15	17	3	6	12	4	9	17	11	2	11	8	6	21	9	2	6	23	9	14	16	2	4	11	3	8	15	10	1	11.647	8.667	7.000	21.913	10.636	2.667	6.750	23.000	10.000	14.875	16.762	2.667	4.727	11.917	4.000	9.000	16.667	10.909	2.000	XP_027435738.1, XP_027450745.1
1164.0	1	XP_027450764.1	 	14.3	238	25805	tetraspanin-8 [Zalophus californianus]	19	19	1.000	1	0	0	1	1	1	1	1	1	1	1	0	1	1	2	3	3	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	2	3	3	0	0	1.000	0.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	1.000	1.000	2.000	3.000	3.000	0.000	0.000	 
1165.0	1	XP_027450775.1	 	16.1	242	27446	platelet-derived growth factor subunit B isoform X1 [Zalophus californianus]XP_027450774.1 platelet-derived growth factor subunit B isoform X1 [Zalophus californianus]	56	56	1.000	2	2	0	3	5	3	1	5	2	2	4	0	5	5	4	3	7	1	2	2	2	0	3	5	3	1	5	2	2	4	0	5	5	4	3	7	1	2	2.000	2.000	0.000	3.000	5.000	3.000	1.000	5.000	2.000	2.000	4.000	0.000	5.000	5.000	4.000	3.000	7.000	1.000	2.000	 
1165.01	1	XP_027450776.1	redundant	16.2	241	27375	platelet-derived growth factor subunit B isoform X2 [Zalophus californianus]	56	56	1.000	2	2	0	3	5	3	1	5	2	2	4	0	5	5	4	3	7	1	2	2	2	0	3	5	3	1	5	2	2	4	0	5	5	4	3	7	1	2	2.000	2.000	0.000	3.000	5.000	3.000	1.000	5.000	2.000	2.000	4.000	0.000	5.000	5.000	4.000	3.000	7.000	1.000	2.000	 
1166.0	1	XP_027450831.1	 	14.7	652	72526	probable ATP-dependent RNA helicase DDX17 isoform X1 [Zalophus californianus]	10	9	0.900	2	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	2.000	0.000	0.000	0.000	1.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	1.000	0.000	XP_027450831.1, XP_027463351.1
1166.01	1	XP_027450832.1	redundant	14.8	650	72341	probable ATP-dependent RNA helicase DDX17 isoform X2 [Zalophus californianus]	10	9	0.900	2	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	2.000	0.000	0.000	0.000	1.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	1.000	0.000	XP_027450831.1, XP_027463351.1
1167.0	1	XP_027450896.1	 	21.0	894	103780	alpha-actinin-2 isoform X1 [Zalophus californianus]	45	9	0.200	5	6	0	1	4	2	1	5	4	5	0	0	3	2	0	0	2	5	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1.147	0.000	0.000	0.000	2.364	0.000	0.000	0.000	1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	XP_027426852.1, XP_027450896.1, XP_027473267.1
1168.0	1	XP_027450967.1	 	35.9	287	30808	uroplakin-3a isoform X1 [Zalophus californianus]	27	27	1.000	6	3	3	1	0	0	1	0	0	0	5	0	1	0	5	0	0	0	2	6	3	3	1	0	0	1	0	0	0	5	0	1	0	5	0	0	0	2	6.000	3.000	3.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	5.000	0.000	1.000	0.000	5.000	0.000	0.000	0.000	2.000	 
1169.0	1	XP_027450975.1	 	58.1	298	32479	syntenin-1 [Zalophus californianus]XP_027467876.1 syntenin-1 isoform X1 [Zalophus californianus]	149	149	1.000	3	8	6	18	6	3	7	13	12	3	7	1	6	10	15	8	21	2	0	3	8	6	18	6	3	7	13	12	3	7	1	6	10	15	8	21	2	0	3.000	8.000	6.000	18.000	6.000	3.000	7.000	13.000	12.000	3.000	7.000	1.000	6.000	10.000	15.000	8.000	21.000	2.000	0.000	 
1170.0	1	XP_027450979.1	 	12.3	155	17723	microsomal glutathione S-transferase 1 [Zalophus californianus]XP_027450978.1 microsomal glutathione S-transferase 1 [Zalophus californianus]	3	3	1.000	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1171.0	1	XP_027450981.1	 	23.5	136	15248	histone H3.3-like [Zalophus californianus]	30	1	0.033	2	2	0	3	0	2	1	1	1	2	2	0	6	0	1	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.000	0.000	0.000	1.500	0.000	0.500	0.500	0.500	0.500	1.000	0.000	0.000	2.000	0.000	0.500	0.500	3.000	0.000	0.500	XP_027450981.1, XP_027458039.1, XP_027458079.1
1172.0	1	XP_027451002.1	 	32.9	280	30744	angiopoietin-related protein 5-like isoform X1 [Zalophus californianus]	26	26	1.000	5	2	0	0	4	1	0	2	0	0	3	0	5	1	0	0	0	3	0	5	2	0	0	4	1	0	2	0	0	3	0	5	1	0	0	0	3	0	5.000	2.000	0.000	0.000	4.000	1.000	0.000	2.000	0.000	0.000	3.000	0.000	5.000	1.000	0.000	0.000	0.000	3.000	0.000	 
1172.01	1	XP_027451003.1	redundant	33.7	273	30116	angiopoietin-related protein 5-like isoform X2 [Zalophus californianus]	26	26	1.000	5	2	0	0	4	1	0	2	0	0	3	0	5	1	0	0	0	3	0	5	2	0	0	4	1	0	2	0	0	3	0	5	1	0	0	0	3	0	5.000	2.000	0.000	0.000	4.000	1.000	0.000	2.000	0.000	0.000	3.000	0.000	5.000	1.000	0.000	0.000	0.000	3.000	0.000	 
1173.0	1	XP_027451004.1	 	4.8	2813	310271	von Willebrand factor isoform X1 [Zalophus californianus]	17	17	1.000	1	0	4	2	2	1	0	0	1	0	0	1	0	0	0	2	1	2	0	1	0	4	2	2	1	0	0	1	0	0	1	0	0	0	2	1	2	0	1.000	0.000	4.000	2.000	2.000	1.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	2.000	1.000	2.000	0.000	 
1174.0	1	XP_027451011.1	 	19.5	154	17341	prefoldin subunit 5 [Zalophus californianus]XP_027440837.1 prefoldin subunit 5 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1175.0	1	XP_027451046.1	 	65.9	208	23836	rho GDP-dissociation inhibitor 2 isoform X1 [Zalophus californianus]	144	144	1.000	26	19	3	0	29	2	4	0	0	3	23	4	12	0	0	0	0	19	0	26	19	3	0	29	2	4	0	0	3	23	4	12	0	0	0	0	19	0	26.000	19.000	3.000	0.000	29.000	2.000	4.000	0.000	0.000	3.000	23.000	4.000	12.000	0.000	0.000	0.000	0.000	19.000	0.000	 
1175.01	1	XP_027451047.1	redundant	68.5	200	22935	rho GDP-dissociation inhibitor 2 isoform X2 [Zalophus californianus]	144	144	1.000	26	19	3	0	29	2	4	0	0	3	23	4	12	0	0	0	0	19	0	26	19	3	0	29	2	4	0	0	3	23	4	12	0	0	0	0	19	0	26.000	19.000	3.000	0.000	29.000	2.000	4.000	0.000	0.000	3.000	23.000	4.000	12.000	0.000	0.000	0.000	0.000	19.000	0.000	 
1176.0	1	XP_027451090.1	 	21.5	177	20198	coatomer subunit zeta-1 isoform X2 [Zalophus californianus]	3	3	1.000	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1177.0	1	XP_027451120.1	 	62.0	445	50398	rab GDP dissociation inhibitor beta [Zalophus californianus]	85	60	0.706	13	8	2	3	2	1	0	10	7	5	12	1	7	1	0	0	11	2	0	10	4	1	3	2	1	0	9	3	2	9	1	4	0	0	0	9	2	0	11.875	6.286	1.500	3.000	2.000	1.000	0.000	9.750	6.000	2.750	10.588	1.000	5.500	0.500	0.000	0.000	10.500	2.000	0.000	XP_027451120.1, XP_027464627.1
1178.0	1	XP_027451125.1	 	9.0	391	45364	nucleosome assembly protein 1-like 1 isoform X1 [Zalophus californianus]XP_027451124.1 nucleosome assembly protein 1-like 1 isoform X1 [Zalophus californianus]XP_027451123.1 nucleosome assembly protein 1-like 1 isoform X1 [Zalophus californianus]	6	6	1.000	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1178.01	1	XP_027451126.1	redundant	9.0	390	45234	nucleosome assembly protein 1-like 1 isoform X2 [Zalophus californianus]	6	6	1.000	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1178.02	1	XP_027451127.1	redundant	9.1	383	44626	nucleosome assembly protein 1-like 1 isoform X3 [Zalophus californianus]	6	6	1.000	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1179.0	1	XP_027451188.1	 	20.9	115	13015	40S ribosomal protein S26 [Zalophus californianus]	3	3	1.000	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	 
1180.0	1	XP_027451206.1	 	58.4	197	22525	BH3-interacting domain death agonist isoform X1 [Zalophus californianus]	20	20	1.000	10	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	4	0	10	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	4	0	10.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	2.000	0.000	0.000	0.000	0.000	4.000	0.000	 
1180.01	1	XP_027451207.1	redundant	59.0	195	22250	BH3-interacting domain death agonist isoform X2 [Zalophus californianus]	20	20	1.000	10	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	4	0	10	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	4	0	10.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	2.000	0.000	0.000	0.000	0.000	4.000	0.000	 
1181.0	1	XP_027451210.1	 	23.2	469	52650	tetratricopeptide repeat protein 38 [Zalophus californianus]	15	15	1.000	6	0	0	0	0	0	0	1	0	0	6	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	0	6	0	1	0	0	0	1	0	0	6.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	6.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	 
1182.0	1	XP_027451215.1	 	9.4	770	83261	ATP-dependent 6-phosphofructokinase, platelet type isoform X1 [Zalophus californianus]	11	2	0.182	5	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027442179.1, XP_027451215.1
1182.01	1	XP_027451216.1	redundant	9.7	743	80335	ATP-dependent 6-phosphofructokinase, platelet type isoform X2 [Zalophus californianus]	11	2	0.182	5	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027442179.1, XP_027451215.1
1182.02	1	XP_027451217.1	redundant	10.0	719	77905	ATP-dependent 6-phosphofructokinase, platelet type isoform X3 [Zalophus californianus]	11	2	0.182	5	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027442179.1, XP_027451215.1
1182.03	1	XP_027451218.1	redundant	10.0	719	77905	ATP-dependent 6-phosphofructokinase, platelet type isoform X4 [Zalophus californianus]	11	2	0.182	5	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027442179.1, XP_027451215.1
1182.04	1	XP_027451219.1	redundant	10.4	693	74406	ATP-dependent 6-phosphofructokinase, platelet type isoform X5 [Zalophus californianus]	11	2	0.182	5	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027442179.1, XP_027451215.1
1182.05	1	XP_027451220.1	redundant	10.4	692	74979	ATP-dependent 6-phosphofructokinase, platelet type isoform X6 [Zalophus californianus]	11	2	0.182	5	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027442179.1, XP_027451215.1
1182.06	1	XP_027451221.1	redundant	10.8	668	72549	ATP-dependent 6-phosphofructokinase, platelet type isoform X7 [Zalophus californianus]	11	2	0.182	5	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027442179.1, XP_027451215.1
1182.07	1	XP_027451222.1	redundant	11.2	641	69623	ATP-dependent 6-phosphofructokinase, platelet type isoform X8 [Zalophus californianus]	11	2	0.182	5	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027442179.1, XP_027451215.1
1183.0	1	XP_027451224.1	 	23.1	238	25728	CD63 antigen [Zalophus californianus]	39	39	1.000	2	3	1	1	2	2	2	4	8	2	2	0	3	2	0	3	1	0	1	2	3	1	1	2	2	2	4	8	2	2	0	3	2	0	3	1	0	1	2.000	3.000	1.000	1.000	2.000	2.000	2.000	4.000	8.000	2.000	2.000	0.000	3.000	2.000	0.000	3.000	1.000	0.000	1.000	 
1184.0	1	XP_027451239.1	 	19.5	149	16660	calmodulin-like [Zalophus californianus]	20	20	1.000	1	1	0	0	3	3	1	1	0	3	2	0	1	1	0	0	0	3	0	1	1	0	0	3	3	1	1	0	3	2	0	1	1	0	0	0	3	0	1.000	1.000	0.000	0.000	3.000	3.000	1.000	1.000	0.000	3.000	2.000	0.000	1.000	1.000	0.000	0.000	0.000	3.000	0.000	 
