Program "PAW_protein_grouper.py" run on Wed Jul 17 11:41:51 2019


	=SUBTOTAL(109,B6:B2341)																																																																					
1222	1	XP_027452404.1 (+1)	XP_027452404.1&XP_027452405.1	 	 	 	10.2	666	74560	xaa-Pro aminopeptidase 1 isoform X1 [Zalophus californianus]	12	12	1.000	2	0	0	1	0	1	0	4	0	0	0	0	3	0	0	0	1	0	0	2	0	0	1	0	1	0	4	0	0	0	0	3	0	0	0	1	0	0	2.000	0.000	0.000	1.000	0.000	1.000	0.000	4.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	1.000	0.000	0.000
1223	1	XP_027452409.1 (+2)	XP_027452409.1&XP_027452410.1&XP_027452411.1	 	 	 	5.8	360	41712	vacuolar protein sorting-associated protein 26A isoform X1 [Zalophus californianus]	3	3	1.000	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1224	1	XP_027452416.1	 	 	 	 	50.1	413	46313	aspartate aminotransferase, cytoplasmic [Zalophus californianus]	92	92	1.000	5	0	1	14	1	6	0	17	4	12	8	0	1	5	0	0	16	2	0	5	0	1	14	1	6	0	17	4	12	8	0	1	5	0	0	16	2	0	5.000	0.000	1.000	14.000	1.000	6.000	0.000	17.000	4.000	12.000	8.000	0.000	1.000	5.000	0.000	0.000	16.000	2.000	0.000
1225	1	XP_027452417.1	 	 	XP_027426213.1, XP_027432596.1, XP_027436809.1, XP_027441932.1, XP_027452417.1, XP_027472554.1, XP_027477380.1, XP_027478972.1	 	17.4	218	24362	ras-related protein Rab-4A isoform X1 [Zalophus californianus]	7	2	0.286	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	1.143	0.000	0.000	0.000	1.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1226	1	XP_027452476.1	 	 	 	 	7.4	511	57217	coatomer subunit delta isoform X1 [Zalophus californianus]	6	6	1.000	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
1227	1	XP_027452504.1	 	 	 	 	11.8	399	45064	lysosomal acid lipase/cholesteryl ester hydrolase [Zalophus californianus]XP_027452503.1 lysosomal acid lipase/cholesteryl ester hydrolase [Zalophus californianus]	14	14	1.000	0	0	0	0	0	0	0	2	1	2	0	0	0	2	0	3	3	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	2	0	3	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	1.000	2.000	0.000	0.000	0.000	2.000	0.000	3.000	3.000	1.000	0.000
1228	1	XP_027452633.1 (+2)	XP_027452633.1&XP_027452634.1&XP_027452635.1	 	 	 	35.1	271	29635	2-aminoethanethiol dioxygenase isoform X1 [Zalophus californianus]	7	7	1.000	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
1230	1	XP_027452658.1	 	 	 	 	73.1	156	17266	proline-rich acidic protein 1 [Zalophus californianus]	59	59	1.000	18	2	0	2	1	1	13	0	0	0	10	1	4	0	1	2	0	4	0	18	2	0	2	1	1	13	0	0	0	10	1	4	0	1	2	0	4	0	18.000	2.000	0.000	2.000	1.000	1.000	13.000	0.000	0.000	0.000	10.000	1.000	4.000	0.000	1.000	2.000	0.000	4.000	0.000
1231	1	XP_027452692.1 (+3)	XP_027452692.1&XP_027452693.1&XP_027452696.1&XP_027452697.1	 	 	 	15.0	346	36926	heterogeneous nuclear ribonucleoprotein H3 isoform X1 [Zalophus californianus]XP_027452691.1 heterogeneous nuclear ribonucleoprotein H3 isoform X1 [Zalophus californianus]XP_027452690.1 heterogeneous nuclear ribonucleoprotein H3 isoform X1 [Zalophus californianus]XP_027452688.1 heterogeneous nuclear ribonucleoprotein H3 isoform X1 [Zalophus californianus]	14	14	1.000	2	2	0	0	1	1	0	0	0	0	2	0	5	0	0	0	0	1	0	2	2	0	0	1	1	0	0	0	0	2	0	5	0	0	0	0	1	0	2.000	2.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	5.000	0.000	0.000	0.000	0.000	1.000	0.000
1232	1	XP_027452724.1	 	 	 	 	30.6	373	41134	aflatoxin B1 aldehyde reductase member 4 [Zalophus californianus]	18	18	1.000	2	0	0	1	0	0	0	2	1	1	3	0	2	1	0	0	5	0	0	2	0	0	1	0	0	0	2	1	1	3	0	2	1	0	0	5	0	0	2.000	0.000	0.000	1.000	0.000	0.000	0.000	2.000	1.000	1.000	3.000	0.000	2.000	1.000	0.000	0.000	5.000	0.000	0.000
1233	1	XP_027452750.1 (+19)	XP_027452750.1&XP_027452751.1&XP_027452752.1&XP_027452753.1&XP_027452754.1&XP_027452755.1&XP_027452756.1&XP_027452757.1&XP_027452758.1&XP_027452760.1&XP_027452761.1&XP_027452762.1&XP_027452763.1&XP_027452764.1&XP_027452765.1&XP_027452766.1&XP_027452767.1&XP_027452768.1&XP_027452769.1&XP_027452770.1	 	 	 	4.5	848	95245	actin-binding LIM protein 1 isoform X1 [Zalophus californianus]	3	3	1.000	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1234	1	XP_027452794.1 (+1)	XP_027452794.1&XP_027452795.1	 	 	 	5.9	836	90046	disintegrin and metalloproteinase domain-containing protein 8 isoform X1 [Zalophus californianus]	26	26	1.000	3	1	0	1	3	1	2	1	1	1	2	0	2	1	2	1	2	1	1	3	1	0	1	3	1	2	1	1	1	2	0	2	1	2	1	2	1	1	3.000	1.000	0.000	1.000	3.000	1.000	2.000	1.000	1.000	1.000	2.000	0.000	2.000	1.000	2.000	1.000	2.000	1.000	1.000
1235	1	XP_027452850.1	 	 	 	 	24.8	290	31260	enoyl-CoA hydratase, mitochondrial [Zalophus californianus]	21	21	1.000	1	0	0	3	2	0	0	2	0	4	0	0	3	0	0	0	5	1	0	1	0	0	3	2	0	0	2	0	4	0	0	3	0	0	0	5	1	0	1.000	0.000	0.000	3.000	2.000	0.000	0.000	2.000	0.000	4.000	0.000	0.000	3.000	0.000	0.000	0.000	5.000	1.000	0.000
1236	1	XP_027452873.1	 	 	 	 	60.5	129	13597	gamma-synuclein [Zalophus californianus]	27	27	1.000	7	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	7.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1237	1	XP_027452874.1	 	 	 	 	94.7	75	7774	adipogenesis regulatory factor [Zalophus californianus]	208	208	1.000	22	10	5	3	15	10	12	4	4	12	67	4	16	2	3	0	2	13	4	22	10	5	3	15	10	12	4	4	12	67	4	16	2	3	0	2	13	4	22.000	10.000	5.000	3.000	15.000	10.000	12.000	4.000	4.000	12.000	67.000	4.000	16.000	2.000	3.000	0.000	2.000	13.000	4.000
1238	1	XP_027452908.1	 	 	 	 	8.0	375	37843	pulmonary surfactant-associated protein D [Zalophus californianus]	8	8	1.000	0	1	1	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0.000	1.000	1.000	1.000	0.000	3.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1240	1	XP_027452943.1 (+1)	XP_027452943.1&XP_027452944.1	 	 	 	45.0	262	28756	thioredoxin-dependent peroxide reductase, mitochondrial isoform X1 [Zalophus californianus]	76	76	1.000	4	6	1	0	1	3	0	4	15	16	8	0	4	5	2	0	5	1	1	4	6	1	0	1	3	0	4	15	16	8	0	4	5	2	0	5	1	1	4.000	6.000	1.000	0.000	1.000	3.000	0.000	4.000	15.000	16.000	8.000	0.000	4.000	5.000	2.000	0.000	5.000	1.000	1.000
1241	1	XP_027452951.1	 	 	 	 	25.6	270	29319	phospholysine phosphohistidine inorganic pyrophosphate phosphatase isoform X1 [Zalophus californianus]	15	15	1.000	3	0	0	0	0	1	0	0	1	4	3	0	0	1	0	0	1	1	0	3	0	0	0	0	1	0	0	1	4	3	0	0	1	0	0	1	1	0	3.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	4.000	3.000	0.000	0.000	1.000	0.000	0.000	1.000	1.000	0.000
1242	1	XP_027452965.1	 	 	 	 	50.3	477	51722	angiotensinogen isoform X1 [Zalophus californianus]	254	254	1.000	17	23	11	1	11	25	22	1	8	48	9	17	19	14	0	0	0	14	14	17	23	11	1	11	25	22	1	8	48	9	17	19	14	0	0	0	14	14	17.000	23.000	11.000	1.000	11.000	25.000	22.000	1.000	8.000	48.000	9.000	17.000	19.000	14.000	0.000	0.000	0.000	14.000	14.000
1243	1	XP_027452987.1	 	 	 	 	63.0	432	48472	urokinase-type plasminogen activator [Zalophus californianus]	492	492	1.000	4	7	0	78	14	0	6	33	45	27	1	0	12	49	73	65	69	9	0	4	7	0	78	14	0	6	33	45	27	1	0	12	49	73	65	69	9	0	4.000	7.000	0.000	78.000	14.000	0.000	6.000	33.000	45.000	27.000	1.000	0.000	12.000	49.000	73.000	65.000	69.000	9.000	0.000
1244	1	XP_027453002.1 (+1)	XP_027453002.1&XP_027478782.1	 	 	 	10.5	343	38772	alpha-centractin [Zalophus californianus]	8	8	1.000	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
1245	1	XP_027453012.1 (+1)	XP_027453012.1&XP_027453013.1	 	 	 	18.9	488	52342	annexin A7 isoform X1 [Zalophus californianus]	31	31	1.000	9	1	0	0	0	0	0	1	3	2	4	0	5	0	0	0	6	0	0	9	1	0	0	0	0	0	1	3	2	4	0	5	0	0	0	6	0	0	9.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	3.000	2.000	4.000	0.000	5.000	0.000	0.000	0.000	6.000	0.000	0.000
1246	1	XP_027453019.1	 	 	 	 	32.6	442	50209	carboxypeptidase N catalytic chain isoform X1 [Zalophus californianus]	31	31	1.000	0	7	10	0	4	0	1	0	0	0	5	2	2	0	0	0	0	0	0	0	7	10	0	4	0	1	0	0	0	5	2	2	0	0	0	0	0	0	0.000	7.000	10.000	0.000	4.000	0.000	1.000	0.000	0.000	0.000	5.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
1247	1	XP_027453028.1 (+1)	XP_027453028.1&XP_027453037.1	 	XP_027429449.1, XP_027453028.1	 	42.7	286	32987	F-actin-capping protein subunit alpha-1 isoform X1 [Zalophus californianus]	34	32	0.941	7	7	1	0	2	1	1	0	0	0	6	2	7	0	0	0	0	0	0	6	7	1	0	2	1	1	0	0	0	6	2	6	0	0	0	0	0	0	6.857	7.000	1.000	0.000	2.000	1.000	1.000	0.000	0.000	0.000	6.000	2.000	6.750	0.000	0.000	0.000	0.000	0.000	0.000
1248	1	XP_027453069.1	 	 	XP_027438148.1, XP_027453069.1	 	37.3	193	22006	rho-related GTP-binding protein RhoC [Zalophus californianus]	31	5	0.161	4	1	0	2	0	0	0	3	3	4	4	0	4	0	0	0	6	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	1.333	0.000	0.000	0.000	1.667	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000
1249	1	XP_027453163.1	 	 	 	 	64.9	518	56576	dentin matrix acidic phosphoprotein 1 [Zalophus californianus]XP_027453162.1 dentin matrix acidic phosphoprotein 1 [Zalophus californianus]XP_027453161.1 dentin matrix acidic phosphoprotein 1 [Zalophus californianus]	202	202	1.000	3	4	0	22	21	2	1	16	12	4	3	0	6	28	35	17	25	2	1	3	4	0	22	21	2	1	16	12	4	3	0	6	28	35	17	25	2	1	3.000	4.000	0.000	22.000	21.000	2.000	1.000	16.000	12.000	4.000	3.000	0.000	6.000	28.000	35.000	17.000	25.000	2.000	1.000
1250	1	XP_027453310.1	 	 	 	 	63.8	69	7502	beta-defensin 1 [Zalophus californianus]	256	256	1.000	6	3	4	34	4	2	4	17	19	7	5	3	8	21	38	44	30	3	4	6	3	4	34	4	2	4	17	19	7	5	3	8	21	38	44	30	3	4	6.000	3.000	4.000	34.000	4.000	2.000	4.000	17.000	19.000	7.000	5.000	3.000	8.000	21.000	38.000	44.000	30.000	3.000	4.000
1251	1	XP_027453317.1	 	 	 	 	69.7	132	15117	fatty acid-binding protein, intestinal [Zalophus californianus]	283	283	1.000	18	11	3	8	78	16	13	7	7	20	14	4	26	12	21	0	2	14	9	18	11	3	8	78	16	13	7	7	20	14	4	26	12	21	0	2	14	9	18.000	11.000	3.000	8.000	78.000	16.000	13.000	7.000	7.000	20.000	14.000	4.000	26.000	12.000	21.000	0.000	2.000	14.000	9.000
1255	1	XP_027453355.1 (+1)	XP_027453355.1&XP_027453357.1	 	XP_027453355.1, XP_027461402.1	 	37.9	356	38503	heterogeneous nuclear ribonucleoprotein D0 isoform X1 [Zalophus californianus]	33	24	0.727	3	4	0	1	7	0	0	0	0	0	5	0	7	0	0	0	0	6	0	2	2	0	1	7	0	0	0	0	0	4	0	5	0	0	0	0	3	0	2.400	3.333	0.000	1.000	7.000	0.000	0.000	0.000	0.000	0.000	4.400	0.000	6.000	0.000	0.000	0.000	0.000	4.500	0.000
1256	1	XP_027453370.1 (+1)	XP_027453370.1&XP_027453371.1	 	 	 	76.1	444	51541	clusterin isoform X1 [Zalophus californianus]	3181	3181	1.000	175	288	126	149	265	253	269	60	32	53	265	177	339	85	36	58	60	263	228	175	288	126	149	265	253	269	60	32	53	265	177	339	85	36	58	60	263	228	175.000	288.000	126.000	149.000	265.000	253.000	269.000	60.000	32.000	53.000	265.000	177.000	339.000	85.000	36.000	58.000	60.000	263.000	228.000
1257	1	XP_027453373.1	 	 	XP_027453373.1, XP_027465270.1	 	51.2	303	32137	extracellular superoxide dismutase [Cu-Zn] isoform X2 [Zalophus californianus]	296	295	0.997	17	6	12	7	12	10	8	26	22	18	12	5	14	21	25	28	31	18	4	16	6	12	7	12	10	8	26	22	18	12	5	14	21	25	28	31	18	4	16.242	6.000	12.000	7.000	12.000	10.000	8.000	26.000	22.000	18.000	12.000	5.000	14.000	21.000	25.000	28.000	31.000	18.000	4.000
1258	1	XP_027453443.1 (+11)	XP_027453443.1&XP_027453444.1&XP_027453445.1&XP_027453446.1&XP_027453447.1&XP_027453449.1&XP_027453450.1&XP_027453451.1&XP_027453452.1&XP_027453453.1&XP_027453454.1&XP_027453455.1	 	 	 	3.4	1943	213838	ankyrin-1 isoform X1 [Zalophus californianus]	4	3	0.750	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1259	1	XP_027453461.1 (+4)	XP_027453461.1&XP_027453462.1&XP_027453463.1&XP_027453464.1&XP_027453465.1	 	 	 	25.7	1264	135611	synaptopodin-2 isoform X1 [Zalophus californianus]	77	77	1.000	10	5	0	0	10	0	3	0	0	1	6	0	1	0	0	0	0	40	1	10	5	0	0	10	0	3	0	0	1	6	0	1	0	0	0	0	40	1	10.000	5.000	0.000	0.000	10.000	0.000	3.000	0.000	0.000	1.000	6.000	0.000	1.000	0.000	0.000	0.000	0.000	40.000	1.000
1260	1	XP_027453470.1 (+1)	XP_027453470.1&XP_027453472.1	 	 	 	29.2	264	29982	myozenin-2 isoform X1 [Zalophus californianus]	11	11	1.000	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0.000
1261	1	XP_027453493.1 (+1)	XP_027453493.1&XP_027453501.1	 	 	 	29.2	384	41724	protein NDRG1 isoform X1 [Zalophus californianus]	23	23	1.000	1	1	0	1	1	0	0	7	3	1	2	0	2	0	0	0	0	4	0	1	1	0	1	1	0	0	7	3	1	2	0	2	0	0	0	0	4	0	1.000	1.000	0.000	1.000	1.000	0.000	0.000	7.000	3.000	1.000	2.000	0.000	2.000	0.000	0.000	0.000	0.000	4.000	0.000
1262	1	XP_027453526.1	 	 	 	 	11.7	247	27855	OCIA domain-containing protein 1 isoform X1 [Zalophus californianus]XP_027453518.1 OCIA domain-containing protein 1 isoform X1 [Zalophus californianus]XP_027453517.1 OCIA domain-containing protein 1 isoform X1 [Zalophus californianus]XP_027453516.1 OCIA domain-containing protein 1 isoform X1 [Zalophus californianus]XP_027453515.1 OCIA domain-containing protein 1 isoform X1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
1263	1	XP_027453537.1 (+1)	XP_027453537.1&XP_027453538.1	 	 	 	10.9	690	77034	alpha-L-iduronidase isoform X1 [Zalophus californianus]	12	12	1.000	0	0	0	6	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	6	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	0.000	0.000	0.000	6.000	0.000	0.000	1.000	2.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000
1264	1	XP_027453625.1 (+2)	XP_027453625.1&XP_027453626.1&XP_027453628.1	 	 	 	39.8	495	56906	angiopoietin-2 isoform X1 [Zalophus californianus]	44	44	1.000	2	0	2	11	0	0	0	2	1	1	1	0	1	5	7	8	2	1	0	2	0	2	11	0	0	0	2	1	1	1	0	1	5	7	8	2	1	0	2.000	0.000	2.000	11.000	0.000	0.000	0.000	2.000	1.000	1.000	1.000	0.000	1.000	5.000	7.000	8.000	2.000	1.000	0.000
1265	1	XP_027453647.1 (+2)	XP_027453647.1&XP_027453648.1&XP_027453649.1	 	 	 	6.6	2859	318178	lipopolysaccharide-responsive and beige-like anchor protein isoform X1 [Zalophus californianus]	17	17	1.000	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	8.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000
1266	1	XP_027453707.1	 	 	 	 	41.7	635	71825	complement factor I [Zalophus californianus]	284	284	1.000	4	31	37	9	16	19	20	3	2	5	18	34	13	2	3	6	10	27	25	4	31	37	9	16	19	20	3	2	5	18	34	13	2	3	6	10	27	25	4.000	31.000	37.000	9.000	16.000	19.000	20.000	3.000	2.000	5.000	18.000	34.000	13.000	2.000	3.000	6.000	10.000	27.000	25.000
1267	1	XP_027453732.1	 	 	 	 	59.6	270	27855	insulin-like growth factor-binding protein 7 [Zalophus californianus]	492	492	1.000	20	23	10	46	20	15	18	34	33	21	27	10	31	29	32	44	42	24	13	20	23	10	46	20	15	18	34	33	21	27	10	31	29	32	44	42	24	13	20.000	23.000	10.000	46.000	20.000	15.000	18.000	34.000	33.000	21.000	27.000	10.000	31.000	29.000	32.000	44.000	42.000	24.000	13.000
1268	1	XP_027453738.1 (+2)	XP_027453738.1&XP_027453739.1&XP_027453740.1	 	 	 	33.5	666	76051	SPARC-like protein 1 isoform X1 [Zalophus californianus]XP_027453737.1 SPARC-like protein 1 isoform X1 [Zalophus californianus]XP_027453736.1 SPARC-like protein 1 isoform X1 [Zalophus californianus]XP_027453734.1 SPARC-like protein 1 isoform X1 [Zalophus californianus]XP_027453733.1 SPARC-like protein 1 isoform X1 [Zalophus californianus]	57	57	1.000	16	6	2	1	5	6	2	1	0	0	5	0	5	3	0	0	1	4	0	16	6	2	1	5	6	2	1	0	0	5	0	5	3	0	0	1	4	0	16.000	6.000	2.000	1.000	5.000	6.000	2.000	1.000	0.000	0.000	5.000	0.000	5.000	3.000	0.000	0.000	1.000	4.000	0.000
1269	1	XP_027453770.1 (+1)	XP_027453770.1&XP_027453772.1	 	 	 	11.1	976	109734	mast/stem cell growth factor receptor Kit isoform X2 [Zalophus californianus]	28	28	1.000	0	0	0	1	0	0	0	1	4	4	0	0	0	2	4	8	4	0	0	0	0	0	1	0	0	0	1	4	4	0	0	0	2	4	8	4	0	0	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	4.000	4.000	0.000	0.000	0.000	2.000	4.000	8.000	4.000	0.000	0.000
1270	1	XP_027453777.1 (+6)	XP_027453777.1&XP_027453778.1&XP_027453779.1&XP_027453780.1&XP_027453781.1&XP_027453783.1&XP_027453784.1	 	XP_027432017.1, XP_027453777.1	 	4.1	820	91685	fibroblast growth factor receptor 1 isoform X3 [Zalophus californianus]	11	10	0.909	0	0	0	3	1	0	0	1	2	1	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	1	2	1	0	0	0	0	1	1	1	0	0	0.000	0.000	0.000	3.000	0.250	0.000	0.000	1.000	2.000	1.000	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.000
1271	1	XP_027453794.1 (+2)	XP_027453794.1&XP_027453795.1&XP_027453798.1	 	 	 	10.2	606	65445	scavenger receptor class A member 3 isoform X1 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1272	1	XP_027453834.1 (+2)	XP_027453834.1&XP_027453843.1&XP_027453861.1	 	 	 	24.9	297	34389	60S ribosomal protein L5 isoform X1 [Zalophus californianus]	11	11	1.000	1	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	1.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	2.000	0.000	0.000
1273	1	XP_027453891.1	 	 	 	 	78.3	484	54775	fibrinogen beta chain [Zalophus californianus]	1173	1173	1.000	32	91	181	33	39	95	81	5	7	23	66	277	31	31	7	13	8	72	81	32	91	181	33	39	95	81	5	7	23	66	277	31	31	7	13	8	72	81	32.000	91.000	181.000	33.000	39.000	95.000	81.000	5.000	7.000	23.000	66.000	277.000	31.000	31.000	7.000	13.000	8.000	72.000	81.000
1274	1	XP_027453901.1	 	 	 	 	14.4	507	55040	anthrax toxin receptor 2 [Zalophus californianus]	17	17	1.000	4	1	0	0	3	0	3	0	0	0	1	0	4	0	0	0	0	1	0	4	1	0	0	3	0	3	0	0	0	1	0	4	0	0	0	0	1	0	4.000	1.000	0.000	0.000	3.000	0.000	3.000	0.000	0.000	0.000	1.000	0.000	4.000	0.000	0.000	0.000	0.000	1.000	0.000
1275	1	XP_027453908.1 (+1)	XP_027453908.1&XP_027453910.1	 	 	 	4.7	1929	212665	kinesin-like protein KIF13B isoform X1 [Zalophus californianus]	6	6	1.000	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
1276	1	XP_027453948.1 (+4)	XP_027453948.1&XP_027453949.1&XP_027453951.1&XP_027453953.1&XP_027453954.1	 	 	 	4.4	1112	125120	electrogenic sodium bicarbonate cotransporter 1 isoform X1 [Zalophus californianus]	3	3	1.000	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1277	1	XP_027453993.1	 	 	 	 	24.8	149	17302	stathmin [Zalophus californianus]XP_027458723.1 stathmin [Zalophus californianus]XP_027458716.1 stathmin [Zalophus californianus]XP_027458707.1 stathmin [Zalophus californianus]XP_027458697.1 stathmin [Zalophus californianus]XP_027458690.1 stathmin [Zalophus californianus]XP_027458683.1 stathmin [Zalophus californianus]	3	3	1.000	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1278	1	XP_027454008.1	 	 	 	 	12.3	478	53354	lipoprotein lipase [Zalophus californianus]	20	20	1.000	2	0	0	2	2	0	0	1	1	0	0	0	2	4	3	1	2	0	0	2	0	0	2	2	0	0	1	1	0	0	0	2	4	3	1	2	0	0	2.000	0.000	0.000	2.000	2.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	2.000	4.000	3.000	1.000	2.000	0.000	0.000
1279	1	XP_027454056.1	 	 	 	 	35.6	73	8227	homeodomain-only protein [Zalophus californianus]XP_027454055.1 homeodomain-only protein [Zalophus californianus]XP_027454054.1 homeodomain-only protein [Zalophus californianus]XP_027454052.1 homeodomain-only protein [Zalophus californianus]XP_027454051.1 homeodomain-only protein [Zalophus californianus]XP_027454050.1 homeodomain-only protein [Zalophus californianus]	11	11	1.000	2	0	0	0	1	0	0	0	0	0	5	0	2	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	5	0	2	0	0	0	0	1	0	2.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	2.000	0.000	0.000	0.000	0.000	1.000	0.000
1280	1	XP_027454057.1 (+1)	XP_027454057.1&XP_027478976.1	 	 	 	36.8	125	14411	serine protease inhibitor Kazal-type 2 isoform X1 [Zalophus californianus]	34	34	1.000	1	1	0	6	1	0	0	3	2	2	0	0	2	4	8	2	2	0	0	1	1	0	6	1	0	0	3	2	2	0	0	2	4	8	2	2	0	0	1.000	1.000	0.000	6.000	1.000	0.000	0.000	3.000	2.000	2.000	0.000	0.000	2.000	4.000	8.000	2.000	2.000	0.000	0.000
